time_predict_cv,time_predict_base_f_sel,time_train_base_f_sel,time_train_base,feature_mask,n_random_starts,hog_channel,score_base,orient,n_points,cell_per_block,time_hog,score_f_sel_bopt,time_train_bopt,time_predict_f_sel_bopt,time_predict_bopt_nof,cv,time_predict_base,pix_per_cell,time_train_bopt_nof,cspace,score_bopt_nof,index,score_base_f_sel,time_train_cv,bopt_paramtime_train_f_sel_bopt,feature_mask_base,bopt_param,score_f_sel_bopt_cv,n_calls,f_vec_len,bopt_param_nof,num_features
0.02,0.02,0.42,0.12,,1,ALL,0.475,9,100,4,5.3,0.475,22.25,0.05,0.02,2,0.01,8,19.49,RGB,0.475,1,0.475,16.18,,"[    0     1     2 ..., 10797 10798 10799]","[3, 0.00092238283385904336]",0.965,2,10800,"[4, 0.00095075062640068728]",10800
